cell_name,cell_idx,drug_name,drug_idx,IC50
KS-1,347,Ponatinib,293,-0.360931
KLE,451,SB505124,320,5.698334
HT55,334,XMD11-85h,399,5.097249
KON,388,BPTES,77,1.517218
MKN1,113,VX-702,387,3.04836
HOS,543,ZSTK474,412,2.412454
COLO-792,45,GSK650394,172,3.331454
SNU-5,811,GSK429286A,170,6.03097
KARPAS-620,694,KU-55933,206,4.631148
MHH-ES-1,205,AZD8835,58,2.306685
Calu-6,621,Trametinib,363,-3.397074
UMC-11,844,Refametinib,304,5.608043
G-361,579,Shikonin,332,-0.884354
MOG-G-UVW,304,IPA-3,191,3.6397
ES1,110,UNC0638,372,2.792133
EB2,584,OTX015,261,3.354341
NCI-H1693,496,PD173074,272,5.010726
PFSK-1,801,BAY-61-3606,61,1.588193
SKM-1,200,Rapamycin,303,-1.192836
IST-SL2,80,Masitinib,224,2.31506
RERF-GC-1B,187,CI-1033,97,1.396152
KURAMOCHI,346,Nilotinib,243,5.574555
KYAE-1,324,MIM1,228,4.312915
MONO-MAC-6,708,STF-62247,340,2.949316
NCI-H1651,498,Enzastaurin,132,6.009649
P12-ICHIKAWA,269,SN-38,335,-6.408207
ME-180,405,Pelitinib,273,-0.840846
GCT,575,Idelalisib,187,5.397938
HT-1197,442,CHIR-99021,96,4.781345
Caov-3,619,JW-7-24-1,200,1.852248
TC-71,233,LMP744,221,-3.145168
PANC-10-05,804,CRT0105950,106,2.738117
KYSE-410,713,LMP744,221,-0.175041
MOLM-16,246,Selumetinib,327,2.39839
ML-1,250,Pazopanib,269,0.246789
SNU-81,56,IOX2,190,2.469897
SK-LMS-1,780,Osimertinib,259,3.243992
MOLT-16,243,IC-87114,185,4.715456
SISO,213,AZD8931,59,3.17009
RERF-LC-Sq1,184,QL-XII-47,300,1.783772
HT,428,Piperlongumine,289,1.738045
LC-2-ad,136,GSK1904529A,161,3.850538
MDA-MB-361,322,Vinblastine,380,-5.916018
SNB75,18,NG-25,242,5.496284
PA-1,809,Sphingosine Kinase 1 Inhibitor II,338,2.544972
QIMR-WIL,272,Gefitinib,152,2.134187
SW48,563,Telomerase Inhibitor IX,349,-0.629618
769-P,542,CHIR-99021,96,2.274638
SW684,836,ZSTK474,412,4.28248
HDLM-2,741,SU11274,341,2.317749
SW780,823,STF-62247,340,5.062653
NCI-H526,797,XMD13-2,400,2.669743
BICR31,5,Entinostat,130,2.655793
Becker,292,BMS-536924,73,3.076735
JJN-3,720,BMS-754807,74,1.8553
EPLC-272H,728,NSC-207895,246,2.0232
23132-87,670,CCT245232,91,-3.166384
ATN-1,81,VE821,377,0.945623
CRO-AP2,650,AZD4877,46,-5.890353
BICR22,287,BI-2536,65,2.052548
HCC1806,592,Etoposide,138,1.663606
RERF-LC-Sq1,184,Zoledronate,411,3.896619
ChaGo-K-1,624,SU11274,341,4.675817
JHH-7,396,AZD6094,52,2.653888
KYSE-510,711,Cediranib,93,4.446065
SJSA-1,783,AZD5438,49,1.381535
TE-1,193,SB590885,322,5.596579
D-566MG,61,Enzastaurin,132,0.415539
NCI-H1915,515,Rapamycin,303,-1.118438
NCI-H1436,459,Sabutoclax,314,0.935245
J82,456,BIX02189,69,4.754867
REH,255,Ulixertinib,369,3.084497
JHH-4,398,Serdemetan,329,4.459432
CTB-1,124,Amuvatinib,22,-0.179568
EoL-1-cell,118,Wee1 Inhibitor,388,0.559817
ASH-3,293,Bicalutamide,68,4.6968
SK-MEL-3,776,Ruxolitinib,311,4.692866
HOP-62,39,CUDC-101,107,-0.931029
BL-41,674,Dinaciclib,121,-4.017044
HuP-T4,325,NVP-ADW742,250,4.14685
DOHH-2,671,MK-8776,234,1.801314
NCI-H146,460,OSI-027,257,2.036428
MS-1,92,I-BET-762,181,1.071639
HO-1-N-1,380,Entospletinib,131,2.938788
TCCSUP,851,SGC-CBP30,330,4.005601
ME-1,168,Obatoclax Mesylate,253,3.180227
IHH-4,385,SCH772984,323,0.150806
T84,528,alpha-lipoic acid,20,7.750798
NCI-H2141,461,WZ-1-84,395,4.483127
GRANTA-519,737,Podophyllotoxin bromide,291,-0.257433
CAPAN-1,634,LDN-193189,211,1.018811
CL-11,644,AZD4877,46,-1.222084
769-P,542,QL-XII-47,300,-1.435889
MKN1,113,Pevonedistat,275,4.196865
HCC-44,745,JQ1,198,-1.099153
NCI-H292,295,Oxaliplatin,262,2.139064
EC-GI-10,119,Paclitaxel,265,-5.188735
EFM-19,735,XAV939,398,5.62782
PANC-04-03,806,Tamoxifen,346,5.926652
C3A,868,Tenovin-6,353,2.251244
SJSA-1,783,XMD8-85,402,1.484492
TUR,859,FTY-720,148,2.246633
NB69,91,CGP-082996,94,3.752288
ES7,112,VX-11e,386,3.308192
PA-TU-8988T,260,kb NB 142-70,201,3.041136
OVTOKO,238,Leflunomide,212,5.517768
MHH-NB-11,206,Doramapimod,124,3.717462
IST-MEL1,78,GSK1070916,160,1.739061
SU-DHL-10,208,Crizotinib,105,0.884694
NB14,101,PF-00299804,276,0.954503
22RV1,300,Pictilisib,286,0.523985
786-0,36,Pilaralisib,288,2.995644
SKG-IIIa,201,FMK,144,6.250543
MRK-nu-1,352,VE-822,376,3.475822
KYSE-50,342,NG-25,242,2.143884
PL-21,258,AZD1332,40,2.795161
LN-229,449,Apitolisib,23,0.642524
SW837,560,Alisertib,18,2.771125
JJN-3,720,GDC0810,151,4.581328
NCI-H1341,416,NVP-ADW742,250,4.268739
MDA-MB-415,408,Teniposide,352,2.17792
ST486,857,Ribociclib,306,0.578341
D-566MG,61,HG6-64-1,179,0.918628
LOU-NH91,171,5-azacytidine,1,3.78202
Hs-683,433,ZSTK474,412,0.47746
FTC-133,68,PD0325901,271,2.477432
NCI-H1299,417,Taselisib,348,2.636516
NCI-H23,43,FMK,144,5.229684
DiFi,0,CCT245232,91,-2.527907
CFPAC-1,37,Entinostat,130,2.698276
K-562,532,Cyclophosphamide,110,5.243371
SK-PN-DW,768,AZD8931,59,2.391353
BFTC-905,678,ABT737,7,1.504172
TE-8,156,Bromosporine,78,2.447255
769-P,542,NSC-207895,246,2.924878
KG-1,530,Bosutinib,76,1.852677
NCI-H716,526,GNE-317,155,2.267681
NCI-H2087,467,PHA-793887,283,1.642721
NCI-H2030,472,Bortezomib,75,-4.850061
HuP-T4,325,XMD8-92,403,1.421668
769-P,542,Piperlongumine,289,0.776249
MS-1,92,ZSTK474,412,0.582058
GRANTA-519,737,Dasatinib,119,2.635817
NCI-H740,787,Telomerase Inhibitor IX,349,1.692213
MHH-ES-1,205,BMS-536924,73,2.462614
KMS-12-BM,707,Nilotinib,243,1.79942
Mo-T,403,Camptothecin,85,-3.427021
MFH-ino,137,Seliciclib,325,4.023567
SF539,10,AZ6102,36,1.735904
A204,539,I-BET-762,181,4.530755
TE-4,95,Teniposide,352,2.489252
KNS-81-FD,861,GSK269962A,165,3.436668
COLO-679,125,N-acetyl cysteine,239,9.623764
IA-LM,143,Pevonedistat,275,3.839106
NCI-H1963,512,Gallibiscoquinazole,150,2.340732
SNU-449,854,PLX-4720,290,3.910789
NCI-H2347,481,Rapamycin,303,0.486769
EBC-1,288,Ponatinib,293,0.260044
DAN-G,649,AMG-319,21,3.671477
AGS,573,Temsirolimus,351,0.813175
HL-60,557,GSK2830371,167,3.332171
JM1,454,Amuvatinib,22,0.307614
NB10,104,Gallibiscoquinazole,150,1.968177
C3A,868,WEHI-539,389,4.975629
KMH-2,400,Leflunomide,212,5.208227
MOLT-16,243,Apitolisib,23,-1.420438
IGROV-1,54,KU-55933,206,4.618722
NU-DUL-1,251,Cyclopamine,109,3.372685
L-540,159,Gallibiscoquinazole,150,2.472891
OCI-AML3,268,MIM1,228,2.91158
DMS-53,317,Sabutoclax,314,-0.075301
NCI-H2171,488,Methotrexate,225,1.797875
D-283MED,602,Sphingosine Kinase 1 Inhibitor II,338,3.307622
WSU-NHL,227,QL-XI-92,299,4.433039
MFE-296,164,Cyclophosphamide,110,5.690188
NCI-H187,516,Palbociclib,266,4.301222
NY,358,Uprosertib,375,4.891397
ES7,112,Selumetinib,327,4.537124
KM-H2,705,ZSTK474,412,0.751643
RH-41,239,Docetaxel,123,-4.675374
KP-3,360,P22077,263,5.709114
COR-L321,307,Linsitinib,219,3.670887
NCI-H226,44,Amuvatinib,22,3.009438
CAL-29,636,Daporinad,118,-4.708343
OAW-42,282,TAK-715,344,4.358151
OSC-20,354,Bosutinib,76,3.862937
KYAE-1,324,Selumetinib,327,5.802311
C-33-A,603,Apitolisib,23,-0.738057
SW1271,820,XMD14-99,401,4.298873
NCI-H1755,492,GW-2580,174,2.897895
SU8686,849,AZD1332,40,5.771454
RT-112,219,VE821,377,3.672355
MFE-319,163,Wnt-C59,393,4.513054
RH-1,240,A-443654,4,1.769319
SNU-C2B,527,GSK1059615,159,0.772151
SKG-IIIa,201,GW441756,175,4.236793
NCI-H716,526,WIKI4,392,4.860605
MS-1,92,AT-7519,30,2.13858
ACHN,34,Capivasertib,86,3.333515
C3A,868,Epothilone B,134,-5.709202
NCI-H1734,493,Entospletinib,131,3.54029
451Lu,869,Alectinib,17,4.154342
PANC-10-05,804,N-acetyl cysteine,239,11.500329
SW948,559,QL-X-138,298,1.924315
TE-1,193,LCL161,210,6.277637
OCI-AML2,254,TWS119,368,1.598056
IMR-5,860,Afuresertib,11,3.412622
SH-4,753,ETP-45835,139,6.260234
SK-LMS-1,780,Omipalisib,256,-4.192345
HARA,383,BAM7,60,5.283749
TT,286,Vorinostat,384,1.815011
RPMI-7951,761,Vinblastine,380,-5.608327
WM-115,688,MIRA-1,229,5.50587
NCI-H740,787,SN-38,335,-1.561476
LN-405,173,Docetaxel,123,1.947399
SK-N-DZ,771,VE-822,376,0.428878
OVCA433,662,AZD5582,50,3.504455
BT-549,33,FR-180204,146,4.812253
K-562,532,QL-XI-92,299,0.696285
CL-11,644,Methotrexate,225,0.699868
UWB1.289,549,AZD6482,53,2.9568
PANC-02-03,808,NPK76-II-72-1,245,1.791366
MOLT-13,244,SNX-2112,336,-2.008988
HSC-3,377,WIKI4,392,5.110846
KYSE-410,713,PFI3,281,6.123438
IST-MEL1,78,Pazopanib,269,2.044868
PF-382,259,PD173074,272,2.805152
NCI-H23,43,NSC319726,248,-0.465055
P31-FUJ,190,Temozolomide,350,4.176991
RCC10RGB,83,SL0101,334,5.909401
EKVX,30,AZD8055,56,0.091116
ES-2,583,DMOG,122,8.234749
OVCAR-3,21,MIRA-1,229,5.606302
NCI-H1581,502,Schweinfurthin A,324,2.702238
NCI-H650,793,ACY-1215,9,2.042346
CAL-54,632,LY2109761,223,5.873861
SW1417,547,PLX-4720,290,3.715964
C2BBe1,867,Acetalax,8,3.393431
GRANTA-519,737,GSK269962A,165,3.181693
RD,570,PD173074,272,4.464925
NOS-1,89,GDC0810,151,4.785996
SNU-449,854,JNK Inhibitor VIII,197,6.880419
CAL-72,630,GSK2801,166,4.59987
NCI-H211,465,Leflunomide,212,4.327189
OV-17R,278,VX-702,387,3.607662
P30-OHK,191,Piperlongumine,289,0.290361
WM35,667,Daporinad,118,2.059297
C-4-I,613,Cyclophosphamide,110,4.403823
NUGC-4,359,BPTES,77,3.60483
SUP-T1,818,PF-562271,278,1.646141
LC-2-ad,136,CI-1033,97,2.219853
SCC-9,754,IOX2,190,-1.075681
NCI-H1666,497,Topotecan,358,0.773025
A172,540,LCL161,210,4.711106
OCUM-1,357,Podophyllotoxin bromide,291,0.790356
NCI-H1869,517,Flavopiridol,142,-0.814267
KASUMI-1,693,Ipatasertib,192,2.256636
NCI-H1836,519,Dinaciclib,121,-0.789008
RS4-11,760,5-Fluorouracil,2,2.22595
KELLY,697,Gallibiscoquinazole,150,1.454134
CAS-1,67,HG-5-88-01,178,5.151367
RH-18,261,Elesclomol,128,-2.468192
A673,571,MIRA-1,229,4.228557
KYSE-70,709,PI-103,285,0.936296
HCC-827,743,WZ3105,396,0.108696
SR,19,Wee1 Inhibitor,388,-0.163333
NCI-H2030,472,Bexarotene,64,2.858763
NCI-H520,799,Ipatasertib,192,2.359036
HLE,3,WZ3105,396,1.914103
NCI-H1436,459,QL-X-138,298,0.710445
JM1,454,Shikonin,332,-1.880727
NCI-H226,44,Irinotecan,193,7.149638
EKVX,30,CAY10566,87,4.849092
RCC-FG2,553,KIN001-244,202,4.093213
SU-DHL-8,236,PHA-665752,282,2.483239
OV-90,810,NVP-BHG712,251,2.313285
OVISE,353,AZ960,38,3.920498
HOP-62,39,Methotrexate,225,-3.468439
SW1783,827,Navitoclax,240,0.569721
Daoy,601,LDN-193189,211,0.19485
NOMO-1,369,JQ1,198,0.973141
NCI-H211,465,XAV939,398,3.744928
RCC-ER,554,VE821,377,1.983665
SCH,203,GSK1904529A,161,4.536572
SU-DHL-5,223,Dabrafenib,113,2.533264
A431,683,GSK591,171,2.379086
BHY,675,Quizartinib,302,2.402728
SNU-1040,72,Sapitinib,316,3.649529
ChaGo-K-1,624,BIX02189,69,5.36804
COLO-320-HSR,566,Pictilisib,286,0.433531
VCaP,751,Navitoclax,240,3.401371
MDA-MB-231,50,Selisistat,326,5.108636
SF268,11,XMD8-92,403,3.001637
NCI-H1915,515,Wee1 Inhibitor,388,2.721956
HLE,3,CD532,92,-0.46308
PA-1,809,Fedratinib,140,-0.027734
639-V,687,EHT-1864,126,2.943229
LU-135,134,Gefitinib,152,3.228728
CAPAN-1,634,Fulvestrant,149,4.561889
EFM-192A,690,NSC-207895,246,5.255823
BL-41,674,Cytarabine,111,-0.433832
NCI-H345,475,Gemcitabine,153,4.025108
U251,24,BMS-345541,71,4.582457
NU-DUL-1,251,CGP-082996,94,1.998841
DAN-G,649,GDC0810,151,4.196166
OVTOKO,238,Luminespib,222,-1.102378
NCI-H2347,481,TW 37,367,0.319472
OSC-20,354,Obatoclax Mesylate,253,0.071335
SNU-423,858,Mitomycin-C,230,0.432045
D-263MG,487,Kobe2602,205,5.593914
SW1783,827,Talazoparib,345,1.353154
SW1573,826,Quizartinib,302,3.235064
451Lu,869,SB505124,320,5.520888
HCC-827,743,GSK2578215A,163,6.097336
MOG-G-CCM,326,Tenovin-6,353,1.687357
NCI-H647,794,Vinblastine,380,-4.308805
NCI-H1355,415,GSK319347A,168,4.559787
LC4-1,341,Navitoclax,240,-3.510716
HCC1569,594,Vorinostat,384,1.110294
TK10,26,OTX015,261,1.629499
COR-L321,307,Enzastaurin,132,2.684655
KARPAS-299,698,Tubastatin A,366,4.443838
KARPAS-422,696,ZM447439,410,1.15984
TUR,859,Doxorubicin,125,-3.12308
NOMO-1,369,AZD5438,49,0.510973
SK-PN-DW,768,Vinblastine,380,-5.805286
TGBC1TKB,97,CPI-613,103,4.761938
639-V,687,Telomerase Inhibitor IX,349,-0.375634
NCI-H2023,506,Trichostatin A,365,-0.029662
HeLa,569,Uprosertib,375,4.748632
HCC2218,521,LGK974,216,2.773697
SK-MEL-2,9,A-83-01,6,2.90665
OV-90,810,PHA-793887,283,1.878851
ACHN,34,TW 37,367,0.73388
MC116,411,Apitolisib,23,-1.630314
IMR-5,860,CD532,92,-1.083755
23132-87,670,BIX02189,69,3.852562
TGBC24TKB,111,CPI-637,104,3.833103
SNU-81,56,AZD7762,55,2.100052
KINGS-1,394,Bryostatin 1,79,-1.759965
MFE-296,164,GSK429286A,170,5.61896
D-542MG,62,YK-4-279,405,1.723526
Jurkat,703,Pemetrexed,274,0.873891
NKM-1,365,AZD8055,56,-0.878267
MG-63,319,CCT007093,90,4.565151
OV-17R,278,Pictilisib,286,1.32776
SK-GT-4,285,AS605240,28,2.750988
ECC10,121,Epirubicin,133,-1.977727
OAW-42,282,AGK2,14,3.669803
NCI-H2110,464,Ponatinib,293,0.999318
TE-10,179,PD0325901,271,1.283828
HCC1599,593,ABT737,7,5.09726
EW-11,60,Sabutoclax,314,-1.092336
Raji,567,PD173074,272,3.288154
IGR-37,742,Ipatasertib,192,5.01831
UMC-11,844,GSK2110183B,162,4.528747
WSU-DLCL2,228,Tenovin-6,353,3.478369
BL-41,674,Vinorelbine,381,-6.781894
T-T,152,PD0325901,271,1.859496
NCI-H847,816,AR-42,24,-2.781509
CADO-ES1,658,Lestaurtinib,214,-1.191116
MDA-MB-468,406,Linifanib,218,2.224072
SK-MEL-2,9,Dactinomycin,116,-4.283943
GP5d,330,Pevonedistat,275,1.722921
NCI-H1693,496,SL0101,334,5.072725
EJM,731,Pazopanib,269,4.344253
IST-MEL1,78,Tipifarnib,356,0.773228
NMC-G1,364,ZM447439,410,7.092157
NCI-H441,625,Embelin,129,2.088953
NCI-H345,475,Trichostatin A,365,-0.865009
SCC-4,755,Podophyllotoxin bromide,291,-1.063467
CHP-212,616,glutathione,154,9.585144
AsPC-1,610,Rucaparib,310,5.65541
OS-RC-2,86,ACY-1215,9,2.912897
HT55,334,BX-912,81,5.180207
CAL-33,642,Selisistat,326,4.988624
SK-ES-1,782,KIN001-244,202,2.701026
SW1710,234,AS601245,27,0.442282
JSC-1,453,PIK-93,287,-0.08349
SF126,202,CZC24832,112,5.310083
LC4-1,341,EPZ004777,135,4.236767
LCLC-103H,175,AZD6482,53,1.932375
LN-229,449,Sabutoclax,314,0.771831
KYSE-150,716,NU7441,249,2.425644
NCI-H322M,28,GSK591,171,4.84626
OVCA433,662,Bortezomib,75,-4.771877
OE19,281,AZ20,35,1.263351
ECC10,121,I-BET-151,180,-0.423966
MFE-296,164,Foretinib,145,1.543957
KYSE-50,342,Obatoclax Mesylate,253,-1.209999
SN12C,17,KIN001-266,203,5.876061
SNU-C1,856,Pyrimethamine,297,3.859063
OE19,281,Navitoclax,240,4.714338
ALL-SIL,682,JQ1,198,0.278248
CAL-33,642,AZD5438,49,2.13948
UMC-11,844,Tivozanib,357,0.123648
SBC-1,192,CHIR-99021,96,5.595269
MSTO-211H,413,Tanespimycin,347,0.605619
OCI-AML5,267,ZG-10,408,0.32138
JHH-6,397,CHIR-99021,96,2.336359
HuH-7,373,MIM1,228,4.347589
SW872,822,AZD3514,43,2.050995
ECC10,121,PLX-4720,290,3.552855
G-401,578,Bromosporine,78,2.138445
SNU-387,841,PRT062607,295,1.558939
KYSE-180,715,WZ3105,396,0.430537
NCI-H1563,505,AZD8835,58,2.004643
GB-1,370,SB505124,320,3.735859
MFM-223,162,FTY-720,148,1.992997
SK-MEL-28,8,YK-4-279,405,2.43154
NCI-H1944,514,Epirubicin,133,-0.014554
HSC-3,377,JQ1,198,0.868988
NCI-H647,794,Cytarabine,111,-1.544646
NCI-H1155,419,FH535,141,4.077573
NCI-H1755,492,Ponatinib,293,-0.185461
RERF-LC-MS,185,Tretinoin,364,5.1424
Hs-633T,434,Omipalisib,256,-3.268482
SN12C,17,CCT-018159,89,2.915867
AM-38,294,TGX221,354,4.749742
DOK,333,Cabozantinib,84,3.79509
SNU-398,842,SB216763,319,4.43566
SN12C,17,OTX015,261,4.520529
COLO-320-HSR,566,IWP-2,195,2.130347
L-428,157,Idelalisib,187,4.797684
MCF7,51,JNK Inhibitor VIII,197,6.003046
SK-LU-1,779,AKT inhibitor VIII,16,2.733613
OCI-AML3,268,Sorafenib,337,1.10807
A498,35,Gemcitabine,153,1.795582
MMAc-SF,870,Sphingosine Kinase 1 Inhibitor II,338,3.004704
WM1552C,669,GSK-J4,157,3.784748
KARPAS-45,695,Bicalutamide,68,4.106707
RMG-I,182,MK-8776,234,6.848831
SKM-1,200,Ara-G,25,5.461914
NCI-H2029,490,AZD3759,44,2.692712
SK-MEL-28,8,Entospletinib,131,3.672588
NCI-H446,661,Avagacestat,33,3.661758
ESS-1,727,MN-64,236,4.18205
HPAF-II,436,AZD8186,57,3.516308
TE-441-T,834,GNE-317,155,-0.086581
FU-OV-1,724,Torin 2,359,0.19497
A431,683,Niraparib,244,4.225571
BT-20,606,Pelitinib,273,1.548782
Detroit562,558,AZD1480,41,0.672795
MN-60,248,GSK429286A,170,4.712993
L-363,145,GSK650394,172,4.108918
P31-FUJ,190,Tretinoin,364,4.082396
MFH-ino,137,WHI-P97,391,5.070759
U-698-M,237,ML323,235,3.020429
AU565,609,AKT inhibitor VIII,16,0.736957
JVM-2,701,SGC0946,331,2.396188
MDA-MB-436,407,BIBF-1120,66,4.190971
SLVL,197,I-CBP112,183,4.800625
SW780,823,NSC-87877,247,5.550271
NCI-H187,516,TPCA-1,362,3.628288
LN-18,450,BX-912,81,3.157197
EW-11,60,Vismodegib,382,5.64336
NCI-H1703,494,Ulixertinib,369,3.048573
MC116,411,Tozasertib,361,-2.165938
SCH,203,NSC-207895,246,2.505444
NCI-H526,797,PAC-1,264,2.474921
GAK,336,Oxaliplatin,262,3.516728
MOG-G-CCM,326,Vismodegib,382,5.737925
D-283MED,602,JQ1,198,-0.913769
HCC-827,743,GSK2110183B,162,5.438623
DEL,648,NPK76-II-72-1,245,2.31031
ECC12,120,AZD5991,51,1.523644
MC-IXC,872,EPZ004777,135,4.059581
MDA-MB-436,407,Linsitinib,219,4.509501
GCT,575,CD532,92,-0.649689
IA-LM,143,JNK Inhibitor VIII,197,6.107953
BHT-101,676,Axitinib,34,4.627188
T-T,152,AMG-319,21,5.403948
BC-1,608,BAY-61-3606,61,0.227206
DoTc2-4510,585,Afuresertib,11,2.730945
MIA-PaCa-2,305,Zoledronate,411,3.613547
SW948,559,BAM7,60,6.51843
NCI-H510A,627,Phenformin,284,7.65762
ETK-1,117,AZ628,37,3.323816
RH-18,261,GW441756,175,2.883484
NCI-H1355,415,GSK2830371,167,6.862014
BICR31,5,Temsirolimus,351,2.352134
FTC-133,68,AZD8055,56,-0.802925
NUGC-3,361,TAK-715,344,4.201594
EFM-19,735,Schweinfurthin A,324,0.321535
MRK-nu-1,352,VX-11e,386,3.2657
DG-75,647,Pevonedistat,275,-0.654888
CAL-78,629,Uprosertib,375,2.837105
TE-1,193,AZ628,37,1.916772
SK-LMS-1,780,Apitolisib,23,-0.960981
PF-382,259,BMS-754807,74,0.95278
LU-165,132,HG6-64-1,179,2.93317
NCI-H69,790,DMOG,122,8.648603
D-566MG,61,SNX-2112,336,-2.052053
SKG-IIIa,201,BPTES,77,3.791715
IA-LM,143,JQ1,198,3.601079
HCC1419,597,AS605240,28,2.433156
LXF-289,169,Savolitinib,318,1.883554
OVTOKO,238,Doramapimod,124,5.659131
NCI-H211,465,Cabozantinib,84,2.244346
SU-DHL-10,208,RVX-208,312,2.681292
NCI-H835,802,Pevonedistat,275,4.351596
BEN,679,KIN001-270,204,5.40757
ECC10,121,Bryostatin 1,79,-2.777705
PA-TU-8988T,260,GSK-LSD1,158,3.138251
CAL-12T,639,Zibotentan,409,5.456664
RCC-ER,554,ABT737,7,0.679185
MEL-HO,167,AGI-6780,13,5.238263
SK-N-DZ,771,NVP-TAE684,252,0.275556
LAMA-84,176,KU-55933,206,3.143535
SR,19,FMK,144,4.420391
KYSE-140,717,Obatoclax Mesylate,253,-0.466129
EJM,731,IOX2,190,-0.204715
RO82-W-1,73,A-366,3,8.172976
NCI-H716,526,AGK2,14,3.924014
NCI-H460,48,CUDC-101,107,2.758166
REH,255,PHA-793887,283,-1.978012
HO-1-N-1,380,C-75,83,2.566922
KYSE-510,711,Alisertib,18,4.299651
SK-LU-1,779,LIMK1 inhibitor BMS4,217,5.068045
SIMA,214,IOX2,190,0.336519
NCI-H1092,421,CPI-613,103,8.009462
CAL-62,631,Idelalisib,187,4.964039
KYSE-270,714,CCT245232,91,-2.126967
D-566MG,61,KIN001-244,202,2.848187
SF539,10,LCL161,210,3.424885
MIA-PaCa-2,305,Uprosertib,375,3.514015
MPP-89,75,Elesclomol,128,-5.128517
KYSE-410,713,Vinorelbine,381,-1.462489
LNCaP-Clone-FGC,448,BMS-509744,72,4.316849
NCI-H1623,501,BX-912,81,5.125543
NCI-H2172,626,Temozolomide,350,6.332767
CAPAN-1,634,BMS-345541,71,4.568069
GAMG,734,Cyclophosphamide,110,4.839881
SW1463,561,CI-1040,98,0.362393
OE19,281,CP724714,102,2.722717
RERF-LC-KJ,186,OSI-930,258,4.608758
CAL-120,640,P22077,263,4.079994
KYAE-1,324,Cytarabine,111,3.64762
SNU-5,811,Zibotentan,409,6.103371
KLE,451,Obatoclax Mesylate,253,1.006205
K5,2,AS601245,27,2.025832
COR-L23,312,Daporinad,118,-4.883264
IPC-298,738,EPZ5676,136,4.000655
EFO-21,733,MK-1775,232,1.585253
IPC-298,738,Pemetrexed,274,3.64385
SNU-61,57,Serdemetan,329,4.143346
OCI-M1,264,SGC-CBP30,330,3.866876
HCC1954,590,Dacinostat,115,-2.277217
HCC-78,744,GW441756,175,4.45113
D-423MG,64,CD532,92,0.783763
RH-1,240,WIKI4,392,2.295406
NALM-6,242,PRT062607,295,-0.040625
SU-DHL-5,223,Bexarotene,64,2.708837
HCC70,440,Fulvestrant,149,5.018854
A549,612,PCI-34051,270,4.13212
MS-1,92,Doxorubicin,125,-0.43191
NCI-H1650,499,FH535,141,2.136603
RT-112,219,Bortezomib,75,-5.492545
RL,763,RU-SKI 43,309,4.442135
RERF-GC-1B,187,NPK76-II-72-1,245,2.798683
OVK-18,85,Tretinoin,364,5.622111
SCC-15,757,PHA-665752,282,3.168459
SK-HEP-1,781,Teniposide,352,0.13438
TK,153,Omipalisib,256,-5.083352
MKN7,350,AR-42,24,0.519508
NCI-H1092,421,BX795,82,2.09971
RERF-LC-MS,185,GSK343,169,2.267302
MFE-280,165,glutathione,154,10.400801
M059J,426,GSK1070916,160,1.036521
LoVo,564,DMOG,122,6.847258
L-428,157,PFI-1,279,4.465545
no-10,363,AZD4547,45,5.316598
MKN45,93,Camptothecin,85,-2.24965
NCI-H2087,467,ABT737,7,2.939385
Daudi,568,Olaparib,255,2.483956
HT-1376,444,STF-62247,340,5.415809
UACC-257,23,NVP-BHG712,251,1.855952
MDA-MB-415,408,GSK343,169,3.335341
MOLT-13,244,ICL-SIRT078,186,2.524717
RL95-2,762,Docetaxel,123,-4.376781
T-T,152,glutathione,154,9.398061
NCI-H209,466,TPCA-1,362,1.038273
KYSE-450,712,GSK650394,172,1.174529
NCI-H1651,498,Fulvestrant,149,3.485427
HSC-2,378,SN-38,335,-6.117369
MS-1,92,Trichostatin A,365,0.729751
GI-ME-N,79,A-443654,4,-0.947748
OC-314,74,JW-7-24-1,200,0.507517
H4,574,Sinularin,333,3.63233
NCI-H2172,626,BIX02189,69,4.830532
NCI-H441,625,PRT062607,295,3.372783
Saos-2,758,VE821,377,4.556715
KURAMOCHI,346,Tipifarnib,356,1.414073
LU-65,339,PF-4708671,277,3.636563
LP-1,170,XMD11-85h,399,4.301326
PC-14,84,Topotecan,358,0.401295
EVSA-T,726,Cabozantinib,84,2.691971
KARPAS-45,695,glutathione,154,8.55257
BxPC-3,38,UNC0379,371,2.711651
NCI-H358,474,ETP-45835,139,4.939583
NB4,241,Voxtalisib,385,3.376583
ESO26,332,SB52334,321,0.789628
NCI-H2405,480,AZD5582,50,7.43393
22RV1,300,CX-5461,108,2.446475
KARPAS-620,694,LGK974,216,3.501665
UM-UC-3,843,Lestaurtinib,214,2.764127
LNZTA3WT4,864,Linsitinib,219,4.169584
PANC-03-27,807,CP724714,102,3.823081
NCI-H647,794,TWS119,368,2.278785
NCI-H1793,508,Panobinostat,267,-0.152923
D-283MED,602,LY2109761,223,2.370887
UACC-893,847,Trichostatin A,365,-2.175283
SW1783,827,NVP-ADW742,250,2.791937
GOTO,337,QL-XII-47,300,1.939366
UACC-893,847,CHIR-99021,96,5.745554
ES5,108,GSK-J4,157,4.86835
HARA,383,Ibrutinib,184,2.28412
NCI-H1755,492,ZSTK474,412,-2.119908
RCC10RGB,83,VX-11e,386,3.806497
NCI-H2029,490,LGK974,216,3.816643
P30-OHK,191,Dihydrorotenone,120,0.334898
EC-GI-10,119,GNF-2,156,3.113591
CPC-N,651,Avagacestat,33,4.814171
